OriginalName,Organizations,Type,CleanName,CleanNameNoMiddle,IsDuplicate
"Pankratz, Lisa M.",Canadian Museum for Human Rights,Govenor In Council Appointments,"Pankratz, Lisa","Pankratz, Lisa",FALSE
"Pelley, Walter M.",Marine Atlantic Inc.,Govenor In Council Appointments,"Pelley, Walter","Pelley, Walter",FALSE
"Pitfield, Robert H.",Business Development Bank of Canada,Govenor In Council Appointments,"Pitfield, Robert","Pitfield, Robert",FALSE
"Plourde, Andr_ G.",Canada Mortgage and Housing Corporation,Govenor In Council Appointments,"Plourde, Andr_","Plourde, Andr_",FALSE
"Poloz, Stephen S.","Bank of Canada,?Canada Deposit Insurance Corporation,?International Monetary Fund",Govenor In Council Appointments,"Poloz, Stephen","Poloz, Stephen",FALSE
"Ravelli, Ross K.",Farm Credit Canada,Govenor In Council Appointments,"Ravelli, Ross","Ravelli, Ross",FALSE
"Saunders, Brian J.",Office of the Director of Public Prosecutions,Govenor In Council Appointments,"Saunders, Brian","Saunders, Brian",FALSE
"Schwartz, Lawrence P.",Competition Tribunal,Govenor In Council Appointments,"Schwartz, Lawrence","Schwartz, Lawrence",FALSE
"Scichilone, Enrico A.",National Arts Centre Corporation,Govenor In Council Appointments,"Scichilone, Enrico","Scichilone, Enrico",FALSE
"Sheffield, William H.",Canada Post Corporation,Govenor In Council Appointments,"Sheffield, William","Sheffield, William",FALSE
"Shepherd, Karen E.",Office of the Commissioner of Lobbying,Govenor In Council Appointments,"Shepherd, Karen","Shepherd, Karen",FALSE
"Siddall, Evan W.",Canada Mortgage and Housing Corporation,Govenor In Council Appointments,"Siddall, Evan","Siddall, Evan",FALSE
"Simpson, Stephen B.",Canadian Radio-television and Telecommunications Commission,Govenor In Council Appointments,"Simpson, Stephen","Simpson, Stephen",FALSE
"Singhmar, Prem P.",Canada Foundation for Innovation,Govenor In Council Appointments,"Singhmar, Prem","Singhmar, Prem",FALSE
"Snutch, Terrance P.",Canadian Institutes of Health Research,Govenor In Council Appointments,"Snutch, Terrance","Snutch, Terrance",FALSE
"Spivack, Julius B.",Laurentian Pilotage Authority,Govenor In Council Appointments,"Spivack, Julius","Spivack, Julius",FALSE
"Stewart, Sherry H.",Canadian Centre on Substance Abuse,Govenor In Council Appointments,"Stewart, Sherry","Stewart, Sherry",FALSE
"Stovel, Gordon F.",Canada Foundation for Innovation,Govenor In Council Appointments,"Stovel, Gordon","Stovel, Gordon",FALSE
"Swerdfager, Trevor M.",Great Lakes Fishery Commission,Govenor In Council Appointments,"Swerdfager, Trevor","Swerdfager, Trevor",FALSE
"Tannis, Ralph G.",Competition Tribunal,Govenor In Council Appointments,"Tannis, Ralph","Tannis, Ralph",FALSE
"Tartaglia, Anna T.",Buffalo and Fort Erie Public Bridge Authority,Govenor In Council Appointments,"Tartaglia, Anna","Tartaglia, Anna",FALSE
"Thomas, David L.",Canadian Human Rights Tribunal,Govenor In Council Appointments,"Thomas, David","Thomas, David",FALSE
"Tims, Michael J.",National Gallery of Canada,Govenor In Council Appointments,"Tims, Michael","Tims, Michael",FALSE
"Tratch, Shelley M.",Canada Deposit Insurance Corporation,Govenor In Council Appointments,"Tratch, Shelley","Tratch, Shelley",FALSE
"Vandenberg, Margaret S.",Canadian Museum for Human Rights,Govenor In Council Appointments,"Vandenberg, Margaret","Vandenberg, Margaret",FALSE
"Vanexan, Peter D.",National Research Council of Canada,Govenor In Council Appointments,"Vanexan, Peter","Vanexan, Peter",FALSE
"V_zina, Alain F.",International Council for the Exploration of the Sea,Govenor In Council Appointments,"V_zina, Alain","V_zina, Alain",FALSE
"Walker, Gordon W.",International Joint Commission,Govenor In Council Appointments,"Walker, Gordon","Walker, Gordon",FALSE
"Walker, Harriet E.",National Gallery of Canada,Govenor In Council Appointments,"Walker, Harriet","Walker, Harriet",FALSE
"Wilband, Robert C.",Canadian Museum of History,Govenor In Council Appointments,"Wilband, Robert","Wilband, Robert",FALSE
"Wilson, Michael H.",Canadian Institutes of Health Research,Govenor In Council Appointments,"Wilson, Michael","Wilson, Michael",FALSE
"Woodhouse, Kimberly A.",Natural Sciences and Engineering Research Council,Govenor In Council Appointments,"Woodhouse, Kimberly","Woodhouse, Kimberly",FALSE
"Bird, J.W. Bud",North Atlantic Salmon Conservation Organization,Govenor In Council Appointments,"Bird, Bud","Bird, Bud",FALSE
"Bryan, J. Dena",Canadian Human Rights Tribunal,Govenor In Council Appointments,"Bryan,Dena","Bryan,Dena",FALSE
"Smith, J. Douglas",Great Lakes Pilotage Authority,Govenor In Council Appointments,"Smith, Douglas","Smith, Douglas",FALSE
"Kroon, G. Howard",National Gallery of Canada,Govenor In Council Appointments,"Kroon, Howard","Kroon, Howard",FALSE
"Pinto, B. Mario",Natural Sciences and Engineering Research Council,Govenor In Council Appointments,"Pinto, Mario","Pinto, Mario",FALSE
"Player, K. Scott",Canadian Commercial Corporation,Govenor In Council Appointments,"Player, Scott","Player, Scott",FALSE
"Landry, J. Nelson",Copyright Board,Govenor In Council Appointments,"Landry, Nelson","Landry, Nelson",FALSE
"Machum, D. Geoffrey",Halifax Port Authority,Govenor In Council Appointments,"Machum, Geoffrey","Machum, Geoffrey",FALSE
"Sunley, W.J. Sterling",Immigration and Refugee Board,Govenor In Council Appointments,"Sunley, Sterling","Sunley, Sterling",FALSE
"Russon, G. Neil",National Museum of Science and Technology,Govenor In Council Appointments,"Russon, Neil","Russon, Neil",FALSE
"Lavigne, A. Michel",Canada Post Corporation,Govenor In Council Appointments,"Lavigne, Michel","Lavigne, Michel",FALSE
"O'Brien, H. Leslie",Canadian Securities Regulation Regime Transition Office,Govenor In Council Appointments,"O'Brien, Leslie","O'Brien, Leslie",FALSE
"Rafferty, J. Pauline",Canadian Museum for Human Rights,Govenor In Council Appointments,"Rafferty, Pauline","Rafferty, Pauline",FALSE
"Dwor, Mark S.",Canada Revenue Agency,Govenor In Council Appointments,"Dwor, Mark","Dwor, Mark",FALSE
"Hik, David S.",Canadian High Arctic Research Station,Govenor In Council Appointments,"Hik, David","Hik, David",FALSE
"Duke, Nora M.",Canadian Tourism Commission,Govenor In Council Appointments,"Duke, Nora","Duke, Nora",FALSE
"Lee, David P.F.",Immigration and Refugee Board,Govenor In Council Appointments,"Lee, David","Lee, David",FALSE
"Pemberton, F. George",Immigration and Refugee Board,Govenor In Council Appointments,"Pemberton, George","Pemberton, George",FALSE
"Muir, Hugh R.",Military Police Complaints Commission,Govenor In Council Appointments,"Muir, Hugh","Muir, Hugh",FALSE
"Baay, Paul R.",National Gallery of Canada,Govenor In Council Appointments,"Baay, Paul","Baay, Paul",FALSE
"Kustan, Ed H.",Natural Sciences and Engineering Research Council,Govenor In Council Appointments,"Kustan, Ed","Kustan, Ed",FALSE
"Bloom, Glen A.",Canadian Cultural Property Export Review Board,Govenor In Council Appointments,"Bloom, Glen","Bloom, Glen",FALSE
"King, Janet E.",Canadian High Arctic Research Station,Govenor In Council Appointments,"King, Janet","King, Janet",FALSE
"Mintz, Judy C.",Canadian Human Rights Commission,Govenor In Council Appointments,"Mintz, Judy","Mintz, Judy",FALSE
"Pannu, Alex G.",Canadian Human Rights Tribunal,Govenor In Council Appointments,"Pannu, Alex","Pannu, Alex",FALSE
"Ngo, Phuong T.V.",Canadian Museum of Immigration at Pier 21,Govenor In Council Appointments,"Ngo, Phuong","Ngo, Phuong",FALSE
"White, Judy A.",First Nations Financial Management Board,Govenor In Council Appointments,"White, Judy","White, Judy",FALSE
"Lowe, David J.",Immigration and Refugee Board,Govenor In Council Appointments,"Lowe, David","Lowe, David",FALSE
"Sandhu, Ken S.",Immigration and Refugee Board,Govenor In Council Appointments,"Sandhu, Ken","Sandhu, Ken",FALSE
"Desjardins, C. David",National Museum of Science and Technology,Govenor In Council Appointments,"Desjardins, David","Desjardins, David",FALSE
"McLaughlin, E. Virginia I.",National Museum of Science and Technology,Govenor In Council Appointments,"McLaughlin, Virginia","McLaughlin, Virginia",FALSE
"Aymar, Alisa L.",Atlantic Pilotage Authority,Govenor In Council Appointments,"Aymar, Alisa","Aymar, Alisa",FALSE
"Laird, Nancy M.",Business Development Bank of Canada,Govenor In Council Appointments,"Laird, Nancy","Laird, Nancy",FALSE
"Jang, Howard R.",Canada Council for the Arts,Govenor In Council Appointments,"Jang, Howard","Jang, Howard",FALSE
"Smith, Kevin P.D.",Canada Foundation for Innovation,Govenor In Council Appointments,"Smith, Kevin","Smith, Kevin",FALSE
"Daw, Richard J.",Canada Revenue Agency,Govenor In Council Appointments,"Daw, Richard","Daw, Richard",FALSE
"Boyd, Edward W.",Canadian Broadcasting Corporation,Govenor In Council Appointments,"Boyd, Edward","Boyd, Edward",FALSE
"Serbu, Kelly J.",Canadian Human Rights Commission,Govenor In Council Appointments,"Serbu, Kelly","Serbu, Kelly",FALSE
"Fleck, James D.",Canadian Museum of History,Govenor In Council Appointments,"Fleck, James","Fleck, James",FALSE
"Hachey, John V.",Canadian Museum of Immigration at Pier 21,Govenor In Council Appointments,"Hachey, John","Hachey, John",FALSE
"Klohn, Peter M.",Canadian Securities Regulation Regime Transition Office,Govenor In Council Appointments,"Klohn, Peter","Klohn, Peter",FALSE
"Pash, Gerald W.",Citizenship Commission,Govenor In Council Appointments,"Pash, Gerald","Pash, Gerald",FALSE
"McPhail, Ian D.C.",Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Govenor In Council Appointments,"McPhail, Ian","McPhail, Ian",FALSE
"Luongo, Elio R.",Competition Tribunal,Govenor In Council Appointments,"Luongo, Elio","Luongo, Elio",FALSE
"Kular, Susan S.",Immigration and Refugee Board,Govenor In Council Appointments,"Kular, Susan","Kular, Susan",FALSE
"Doody, James G.",Marine Atlantic Inc.,Govenor In Council Appointments,"Doody, James","Doody, James",FALSE
"Henley, John J.",Marine Atlantic Inc.,Govenor In Council Appointments,"Henley, John","Henley, John",FALSE
"Glass, Susan J.",National Arts Centre Corporation,Govenor In Council Appointments,"Glass, Susan","Glass, Susan",FALSE
"Lowe, Carmel P.",North Pacific Anadromous Fish Commission,Govenor In Council Appointments,"Lowe, Carmel","Lowe, Carmel",FALSE
"Pecman, John R.",Office of the Commissioner of Competition,Govenor In Council Appointments,"Pecman, John","Pecman, John",FALSE
"Currie, Peter W.",Atomic Energy of Canada Limited,Govenor In Council Appointments,"Currie, Peter","Currie, Peter",FALSE
"Duboc, Samuel L.",Business Development Bank of Canada,Govenor In Council Appointments,"Duboc, Samuel","Duboc, Samuel",FALSE
"Foy, Beverley K.",Canada Council for the Arts,Govenor In Council Appointments,"Foy, Beverley","Foy, Beverley",FALSE
"Davies, Bryan P.",Canada Deposit Insurance Corporation,Govenor In Council Appointments,"Davies, Bryan","Davies, Bryan",FALSE
"Morin, Gilles M.-J.",Laurentian Pilotage Authority,Govenor In Council Appointments,"Morin, Gilles","Morin, Gilles",FALSE
"Pelletier, Marie-France",Administrative Tribunals Support Service of Canada,Govenor In Council Appointments,"Pelletier, Marie-France","Pelletier, Marie-France",FALSE
"Monet, Jacques",Advisory Committee on Vice-Regal Appointments,Govenor In Council Appointments,"Monet, Jacques","Monet, Jacques",FALSE
"Gower, Neil",Arbitration Board (Inuvialuit),Govenor In Council Appointments,"Gower, Neil","Gower, Neil",FALSE
"Iatridis, Gloria",Arbitration Board (Inuvialuit),Govenor In Council Appointments,"Iatridis, Gloria","Iatridis, Gloria",FALSE
"Lal, Stindar",Arbitration Board (Inuvialuit),Govenor In Council Appointments,"Lal, Stindar","Lal, Stindar",FALSE
"Lamarche, Serge",Arbitration Board (Inuvialuit),Govenor In Council Appointments,"Lamarche, Serge","Lamarche, Serge",FALSE
"Williams, Jack",Arbitration Board (Inuvialuit),Govenor In Council Appointments,"Williams, Jack","Williams, Jack",FALSE
"Shantz, Graham",Asia-Pacific Foundation of Canada,Govenor In Council Appointments,"Shantz, Graham","Shantz, Graham",FALSE
"Griffiths, Sean",Atlantic Pilotage Authority,Govenor In Council Appointments,"Griffiths, Sean","Griffiths, Sean",FALSE
"Hall, James",Atomic Energy of Canada Limited,Govenor In Council Appointments,"Hall, James","Hall, James",FALSE
"Josey, Gregory",Atomic Energy of Canada Limited,Govenor In Council Appointments,"Josey, Gregory","Josey, Gregory",FALSE
"Lajeunesse, Claude",Atomic Energy of Canada Limited,Govenor In Council Appointments,"Lajeunesse, Claude","Lajeunesse, Claude",FALSE
Auditor General of Canada,"Atomic Energy of Canada Limited,?Atlantic Pilotage Authority,?Business Development Bank of Canada,Canadian Broadcasting Corporation,?Canadian Commercial Corporation,?Canada Council for the Arts,?Canadian Dairy Commission,?Canada Development Investment Corporation,?Canada Deposit Insurance Corporation,?Canada Lands Company Limited,?Canadian Museum of History,Canada Mortgage and Housing Corporation,Canadian Museum for Human Rights,?Canadian Museum of Nature,?Canada Post Corporation,National Museum of Science and Technology,Canadian Tourism Commission,?Defence Construction (1951) Limited,?Export Development Canada,?Farm Credit Canada,?Telefilm Canada,Freshwater Fish Marketing Corporation,?Great Lakes Pilotage Authority,?International Development Research Centre,?Jacques Cartier and Champlain Bridges Incorporated (The),?Laurentian Pilotage Authority,?Marine Atlantic Inc.,?Royal Canadian Mint,?National Arts Centre Corporation,National Capital Commission,?National Gallery of Canada,?PPP Canada Inc.,?Pacific Pilotage Authority,?Ridley Terminals Inc.,?Canadian Race Relations Foundation,?Standards Council of Canada,?Public Sector Pension Investment Board,VIA Rail Canada Inc.,?Windsor-Detroit Bridge Authority",Govenor In Council Appointments,Auditor General of Canada,Auditor General of Canada,FALSE
"Hamilton, Bob","Atomic Energy of Canada Limited,?Energy Supplies Allocation Board,?Northern Pipeline Agency,Northern Pipeline Agency - Federal-Provincial Consultative Council,?Public Service Pension Advisory Committee",Govenor In Council Appointments,"Hamilton, Bob","Hamilton, Bob",FALSE
"Betts, Norman",Bank of Canada,Govenor In Council Appointments,"Betts, Norman","Betts, Norman",FALSE
"Borger, Alan",Bank of Canada,Govenor In Council Appointments,"Borger, Alan","Borger, Alan",FALSE
"Clark, Phyllis",Bank of Canada,Govenor In Council Appointments,"Clark, Phyllis","Clark, Phyllis",FALSE
"Dodds, Colin",Bank of Canada,Govenor In Council Appointments,"Dodds, Colin","Dodds, Colin",FALSE
"J_r?me-Forget, Monique",Bank of Canada,Govenor In Council Appointments,"J_r?me-Forget, Monique","J_r?me-Forget, Monique",FALSE
"Kennedy, Claire",Bank of Canada,Govenor In Council Appointments,"Kennedy, Claire","Kennedy, Claire",FALSE
"Key, Derek",Bank of Canada,Govenor In Council Appointments,"Key, Derek","Key, Derek",FALSE
"Khosrowshahi, Hassan",Bank of Canada,Govenor In Council Appointments,"Khosrowshahi, Hassan","Khosrowshahi, Hassan",FALSE
"Simon, Jean",Bank of Canada,Govenor In Council Appointments,"Simon, Jean","Simon, Jean",FALSE
"Stewart, Greg",Bank of Canada,Govenor In Council Appointments,"Stewart, Greg","Stewart, Greg",FALSE
"Sullivan, Martin",Bank of Canada,Govenor In Council Appointments,"Sullivan, Martin","Sullivan, Martin",FALSE
"Wilkins, Carolyn",Bank of Canada,Govenor In Council Appointments,"Wilkins, Carolyn","Wilkins, Carolyn",FALSE
"Rochon, Paul","Bank of Canada,?Canada Deposit Insurance Corporation,?Canada Mortgage and Housing Corporation",Govenor In Council Appointments,"Rochon, Paul","Rochon, Paul",FALSE
Ernst & Young LLP,"Bank of Canada,?Canada Mortgage and Housing Corporation",Govenor In Council Appointments,Ernst & Young LLP,Ernst & Young LLP,FALSE
"Buttimer, Alberta",Belledune Port Authority,Govenor In Council Appointments,"Buttimer, Alberta","Buttimer, Alberta",FALSE
"Cormier, L_o",Belledune Port Authority,Govenor In Council Appointments,"Cormier, L_o","Cormier, L_o",FALSE
"Keeley, Danika",Belledune Port Authority,Govenor In Council Appointments,"Keeley, Danika","Keeley, Danika",FALSE
"Kyle, Barry",Belledune Port Authority,Govenor In Council Appointments,"Kyle, Barry","Kyle, Barry",FALSE
"Lampert, Jerry",British Columbia Treaty Commission,Govenor In Council Appointments,"Lampert, Jerry","Lampert, Jerry",FALSE
"Colling, Paul",Buffalo and Fort Erie Public Bridge Authority,Govenor In Council Appointments,"Colling, Paul","Colling, Paul",FALSE
"Vacca, Rocco",Buffalo and Fort Erie Public Bridge Authority,Govenor In Council Appointments,"Vacca, Rocco","Vacca, Rocco",FALSE
"Boyko, Eric",Business Development Bank of Canada,Govenor In Council Appointments,"Boyko, Eric","Boyko, Eric",FALSE
"Calyniuk, Michael",Business Development Bank of Canada,Govenor In Council Appointments,"Calyniuk, Michael","Calyniuk, Michael",FALSE
"Denham, Michael",Business Development Bank of Canada,Govenor In Council Appointments,"Denham, Michael","Denham, Michael",FALSE
"Guindi, Shahir",Business Development Bank of Canada,Govenor In Council Appointments,"Guindi, Shahir","Guindi, Shahir",FALSE
"Hayward, Brian",Business Development Bank of Canada,Govenor In Council Appointments,"Hayward, Brian","Hayward, Brian",FALSE
"Mc Master, Claude",Business Development Bank of Canada,Govenor In Council Appointments,"Mc Master, Claude","Mc Master, Claude",FALSE
"Vuicic, Mary-Alice",Business Development Bank of Canada,Govenor In Council Appointments,"Vuicic, Mary-Alice","Vuicic, Mary-Alice",FALSE
"Zigrossi, Rosemary",Business Development Bank of Canada,Govenor In Council Appointments,"Zigrossi, Rosemary","Zigrossi, Rosemary",FALSE
Deloitte LLP,Business Development Bank of Canada,Govenor In Council Appointments,Deloitte LLP,Deloitte LLP,FALSE
"Buckingham, Donald",Canada Agricultural Review Tribunal,Govenor In Council Appointments,"Buckingham, Donald","Buckingham, Donald",FALSE
"La Rochelle, Bruce",Canada Agricultural Review Tribunal,Govenor In Council Appointments,"La Rochelle, Bruce","La Rochelle, Bruce",FALSE
"Bondil, Nathalie",Canada Council for the Arts,Govenor In Council Appointments,"Bondil, Nathalie","Bondil, Nathalie",FALSE
